id,repo,true_labels,pred_labels,correct
48168790,neovim,enhancement,enhancement|feature-request,False
48217140,TypeScript,,feature-request,False
48627533,TypeScript,help wanted,,False
48916771,neovim,enhancement,feature-request,False
49096307,rust,,feature-request,False
49435213,neovim,bug|enhancement|terminal,,False
49436743,TypeScript,help wanted,feature-request,False
49962345,TypeScript,,enhancement|feature-request,False
50460850,TypeScript,bug|help wanted,,False
52158076,TypeScript,bug,feature-request,False
52191348,neovim,documentation,feature-request,False
52441857,TypeScript,,enhancement,False
52469027,rust,,feature-request,False
52522748,rust,,feature-request,False
52537653,neovim,,enhancement,False
52555417,rust,,feature-request,False
52970987,rust,,feature-request,False
52975813,rust,,help wanted|terminal,False
53046383,rust,,enhancement|feature-request,False
53221982,rust,,feature-request,False
53312747,neovim,,bug,False
53504910,rust,,feature-request,False
53582955,rust,,feature-request,False
53835256,neovim,enhancement,enhancement|terminal,False
53939158,TypeScript,help wanted,enhancement,False
54002277,rust,,enhancement|feature-request,False
54675983,rust,,feature-request,False
55202080,neovim,,enhancement|feature-request,False
55622401,rust,,enhancement|feature-request,False
55949058,TypeScript,bug|help wanted,enhancement,False
55979892,TypeScript,,feature-request,False
56417228,rust,,feature-request,False
56422779,rust,,feature-request,False
56464092,TypeScript,bug|help wanted,,False
56546657,rust,,feature-request,False
56613672,TypeScript,bug|help wanted,,False
56710533,rust,,feature-request,False
56943603,rust,,bug,False
56995870,rust,,feature-request,False
57071673,TypeScript,help wanted,enhancement|feature-request,False
57100597,TypeScript,help wanted,feature-request,False
57343279,rust,,enhancement,False
57499932,neovim,enhancement,bug|enhancement,False
57707227,rust,,feature-request,False
57779816,rust,,feature-request,False
57817489,rust,,enhancement|feature-request,False
58103706,neovim,,enhancement,False
58155842,rust,,enhancement|feature-request,False
58499987,rust,,enhancement|feature-request,False
58630551,neovim,enhancement|terminal,,False
58920223,TypeScript,bug|help wanted,,False
59077545,TypeScript,help wanted,feature-request,False
59589304,rust,,feature-request,False
60021414,TypeScript,bug|help wanted,,False
60112796,TypeScript,help wanted,enhancement|feature-request,False
60568519,neovim,bug,,False
60737791,TypeScript,help wanted,feature-request,False
61654715,rust,,enhancement,False
61668175,TypeScript,,feature-request,False
61916455,neovim,enhancement,feature-request,False
63088055,rust,,bug|feature-request,False
63302490,neovim,bug,,False
64023384,neovim,performance,,False
64652293,rust,,feature-request,False
65085737,neovim,terminal,help wanted|terminal,False
65419677,TypeScript,,enhancement,False
65606788,neovim,,enhancement|feature-request,False
66008931,rust,,feature-request,False
66139313,TypeScript,,feature-request,False
66322347,rust,,feature-request,False
66679535,rust,,enhancement,False
66871436,neovim,terminal,help wanted|terminal,False
67462206,TypeScript,help wanted,feature-request,False
67596561,TypeScript,,enhancement|feature-request,False
67621596,rust,,feature-request,False
67653448,neovim,performance,enhancement,False
67690282,rust,,bug,False
68056970,neovim,,enhancement|help wanted|idea-new powertoy|terminal,False
69450652,neovim,enhancement,feature-request,False
69740501,rust,,feature-request,False
69899534,TypeScript,help wanted,feature-request,False
69987380,TypeScript,help wanted,feature-request,False
69987898,TypeScript,bug,feature-request,False
70103485,rust,,bug,False
70560585,TypeScript,,feature-request,False
71555421,rust,,bug,False
71573770,rust,,feature-request,False
71923067,rust,,bug,False
71954116,TypeScript,,feature-request,False
72573774,neovim,enhancement,feature-request,False
72605550,TypeScript,,compiler,False
73118469,TypeScript,help wanted,enhancement|help wanted|terminal,False
74536402,rust,,bug,False
74788587,neovim,enhancement,feature-request,False
75747842,TypeScript,,feature-request,False
77191917,neovim,enhancement,help wanted|terminal,False
81362920,rust,,feature-request,False
81474242,TypeScript,,enhancement|feature-request,False
82044592,rust,,bug,False
82196115,rust,,feature-request,False
82472081,rust,,bug,False
82586582,TypeScript,bug|help wanted,feature-request,False
84706129,neovim,enhancement,help wanted|terminal,False
84911783,rust,,feature-request,False
85799062,TypeScript,bug|help wanted,,False
85804734,TypeScript,help wanted,feature-request,False
85958883,rust,,feature-request,False
87994819,TypeScript,,enhancement|feature-request,False
88657568,rust,,enhancement|feature-request,False
88745082,TypeScript,help wanted,,False
88854146,rust,,feature-request,False
89079880,TypeScript,help wanted,bug,False
89859769,neovim,enhancement,feature-request,False
90145389,rust,,bug,False
91934103,TypeScript,bug|good first issue|help wanted,feature-request,False
92708268,TypeScript,bug,,False
93127999,rust,,bug,False
94019726,TypeScript,help wanted,bug,False
94415215,TypeScript,bug|help wanted,,False
94773334,TypeScript,,feature-request,False
94822275,TypeScript,bug|help wanted,,False
95679957,rust,,bug,False
95696864,neovim,bug|terminal,help wanted|terminal,False
97579074,TypeScript,bug,bug|feature-request,False
98254006,neovim,enhancement|terminal,help wanted|terminal,False
98422921,rust,,enhancement|feature-request,False
99352008,TypeScript,help wanted,feature-request,False
99516790,TypeScript,,feature-request,False
99681691,TypeScript,bug|help wanted,,False
99843682,neovim,bug|terminal,help wanted|terminal,False
100160881,TypeScript,help wanted,enhancement|terminal,False
100595518,rust,,feature-request,False
100599794,rust,,feature-request,False
100603186,TypeScript,bug|help wanted,,False
100793092,rust,,enhancement|feature-request,False
100806045,rust,,bug,False
100822103,rust,,feature-request,False
101098596,TypeScript,help wanted,,False
101122958,rust,,enhancement|feature-request,False
101713260,rust,,bug,False
102034903,TypeScript,help wanted,enhancement|terminal,False
102197109,neovim,enhancement,enhancement|feature-request,False
103000355,neovim,,bug,False
103322744,TypeScript,help wanted,enhancement|feature-request,False
103632573,rust,,enhancement|feature-request,False
103801476,TypeScript,bug|good first issue|help wanted,feature-request,False
103816001,TypeScript,,feature-request,False
103817894,TypeScript,bug|help wanted,bug,False
104166707,TypeScript,bug|help wanted,,False
104662761,TypeScript,help wanted,bug,False
105490336,TypeScript,bug|help wanted,bug|enhancement,False
106429297,neovim,enhancement,enhancement|terminal,False
106562223,neovim,enhancement,enhancement|feature-request,False
107375551,TypeScript,,feature-request,False
107477907,TypeScript,discussion,,False
107607575,TypeScript,,feature-request,False
108213051,rust,,bug,False
108727397,rust,,enhancement,False
109395398,TypeScript,help wanted,enhancement|feature-request,False
109572206,neovim,,enhancement,False
110140315,TypeScript,help wanted,feature-request,False
110188575,TypeScript,,feature-request,False
110327289,rust,,bug,False
110535073,neovim,,help wanted|terminal,False
110684867,TypeScript,help wanted,,False
110814561,rust,,bug|enhancement|feature-request,False
111028950,TypeScript,,proposal,False
111612193,neovim,,help wanted|terminal,False
111751149,TypeScript,bug|help wanted,terminal,False
111924997,rust,,feature-request,False
112170266,TypeScript,,feature-request,False
112288567,TypeScript,,feature-request,False
112576608,rust,,bug,False
113000744,neovim,enhancement,enhancement|feature-request,False
113128982,TypeScript,bug|help wanted,enhancement|feature-request,False
113374777,neovim,performance,feature-request,False
113512800,rust,,enhancement|feature-request,False
113523266,TypeScript,,feature-request,False
114401646,rust,,feature-request,False
114495887,rust,,enhancement|feature-request,False
114707570,rust,,feature-request,False
114927638,TypeScript,bug|help wanted,enhancement,False
114950275,rust,,feature-request,False
115184152,rust,,feature-request,False
115184366,rust,,bug|feature-request,False
115193095,rust,,enhancement|feature-request,False
115327339,rust,,enhancement|feature-request,False
115335368,rust,,bug,False
115362366,rust,,feature-request,False
115375038,rust,,enhancement|feature-request,False
115526806,rust,,help wanted|terminal,False
115559940,rust,,feature-request,False
115572304,TypeScript,help wanted,,False
115703516,neovim,,feature-request|help wanted|terminal,False
115959250,flutter,,enhancement|feature-request,False
116009731,TypeScript,help wanted,enhancement,False
116167242,neovim,,help wanted|terminal,False
117148560,TypeScript,help wanted,feature-request,False
117178138,TypeScript,bug|help wanted,feature-request,False
117469958,flutter,,enhancement|feature-request,False
117846001,rust,,documentation|module: docs,False
118306150,rust,,bug,False
118569207,TypeScript,,bug,False
118676703,neovim,,feature-request,False
119200098,rust,,bug,False
119379845,neovim,,bug,False
119553622,TypeScript,bug|help wanted,enhancement|feature-request,False
119711370,TypeScript,bug|help wanted,bug,False
120233403,TypeScript,bug|help wanted,bug,False
120350459,rust,,enhancement,False
120354711,TypeScript,,documentation|feature-request,False
120460978,rust,,enhancement|feature-request,False
120501316,TypeScript,bug|help wanted,,False
120547245,rust,,bug,False
120602276,TypeScript,,enhancement,False
120899779,flutter,,bug|enhancement,False
121036397,neovim,,bug|enhancement,False
121068362,TypeScript,,feature-request|terminal,False
121248055,TypeScript,help wanted,,False
121776981,TypeScript,help wanted,enhancement,False
121836810,TypeScript,bug|help wanted,,False
121869635,neovim,enhancement,enhancement|feature-request,False
122623932,rust,,feature-request,False
122672973,TypeScript,bug|help wanted,,False
122813288,TypeScript,bug|help wanted,,False
123644145,TypeScript,,feature-request,False
123887361,TypeScript,bug|help wanted,enhancement|feature-request,False
124032718,TypeScript,bug|help wanted,enhancement|feature-request,False
124170956,TypeScript,bug,,False
124243741,TypeScript,bug,,False
124251657,neovim,platform:windows,help wanted,False
124432496,rust,,bug,False
124499048,flutter,,feature-request|kind/feature,False
124559338,TypeScript,bug|help wanted,enhancement,False
124617039,neovim,,enhancement|feature-request,False
124618458,neovim,enhancement,feature-request,False
125144988,neovim,enhancement,enhancement|feature-request,False
125644100,TypeScript,bug|help wanted,,False
125751051,TypeScript,bug|help wanted,,False
125785317,rust,,enhancement|feature-request,False
125790596,rust,,feature-request,False
126016855,rust,,enhancement|feature-request,False
126575435,TypeScript,,feature-request,False
126685476,rust,,feature-request,False
126800062,rust,,enhancement|feature-request|idea-new powertoy|terminal,False
127049530,flutter,,feature-request,False
127079778,rust,,bug,False
127091096,rust,,feature-request,False
127556428,TypeScript,bug|help wanted,feature-request,False
127761469,rust,,bug,False
128373143,neovim,bug|terminal,help wanted|terminal,False
129032467,neovim,enhancement|terminal,help wanted|terminal,False
129351797,TypeScript,,feature-request,False
129500072,TypeScript,,proposal,False
130212221,neovim,enhancement,feature-request|help wanted|terminal,False
130388425,TypeScript,,feature-request,False
130412950,TypeScript,help wanted,,False
130516689,TypeScript,,enhancement|feature-request,False
131054331,rust,,bug|feature-request,False
131890153,flutter,,feature-request,False
132005297,rust,,feature-request,False
132083670,neovim,enhancement,,False
132338105,rust,,feature-request,False
132874000,TypeScript,good first issue|help wanted,feature-request,False
133127799,TypeScript,bug|help wanted,,False
133354646,TypeScript,,feature-request,False
133363486,flutter,,enhancement,False
133481215,flutter,performance,enhancement,False
134010774,TypeScript,help wanted,feature-request,False
134061264,rust,,feature-request,False
134331716,rust,,feature-request,False
134926057,flutter,,enhancement|feature-request,False
135100702,flutter,,enhancement|feature-request,False
135105444,TypeScript,,bug|feature-request,False
135911719,rust,,enhancement|feature-request,False
136104178,TypeScript,bug|help wanted,,False
136124084,flutter,,feature-request,False
136144985,neovim,enhancement,help wanted|terminal,False
136291660,rust,,feature-request,False
136336234,TypeScript,,feature-request,False
137111426,TypeScript,,feature-request,False
137287126,neovim,,feature-request,False
137447611,rust,,enhancement|feature-request,False
137594127,TypeScript,,enhancement|feature-request,False
137685779,neovim,enhancement,help wanted|terminal,False
137956439,neovim,enhancement,bug|help wanted|terminal,False
138304930,flutter,,enhancement|feature-request|idea-new powertoy,False
138573918,TypeScript,,feature-request,False
138880173,flutter,,feature-request|help wanted|terminal,False
139074916,rust,,feature-request,False
140000672,TypeScript,help wanted,feature-request,False
140323679,neovim,bug,feature-request,False
140405244,neovim,enhancement,bug,False
140833252,flutter,,enhancement,False
141140682,rust,,feature-request|module: docs,False
141347991,rust,,documentation|module: docs,False
141838441,neovim,,terminal,False
142140843,neovim,bug,help wanted|terminal,False
142151884,TypeScript,,enhancement|feature-request,False
142907985,rust,,bug,False
143214622,rust,,enhancement|feature-request,False
143545444,rust,,feature-request,False
143635529,TypeScript,,proposal,False
143731127,rust,,feature-request,False
143818215,TypeScript,help wanted,feature-request,False
143859212,neovim,enhancement,feature-request,False
144296632,rust,,bug,False
144297923,rust,,bug,False
144718340,TypeScript,,feature-request,False
145088601,rust,,enhancement|feature-request,False
145196149,TypeScript,,feature-request,False
145235868,TypeScript,,feature-request,False
145306817,TypeScript,help wanted,proposal,False
145344333,rust,,feature-request,False
145587563,rust,,feature-request,False
145861360,neovim,,help wanted|terminal,False
146455927,TypeScript,bug,,False
146845443,rust,,enhancement|help wanted|terminal,False
147035520,rust,,feature-request,False
147037803,rust,,feature-request,False
147094816,neovim,enhancement,enhancement|feature-request,False
147180071,TypeScript,help wanted,feature-request|proposal,False
147214866,TypeScript,,feature-request,False
147896059,rust,,bug,False
148035071,TypeScript,help wanted,,False
148170068,flutter,,enhancement|feature-request,False
148237865,flutter,,bug,False
148421943,TypeScript,bug,,False
148471153,rust,,enhancement,False
148778292,rust,,feature-request,False
148968992,TypeScript,help wanted,enhancement|feature-request,False
148974532,TypeScript,bug|help wanted,,False
149561444,TypeScript,,enhancement|feature-request,False
149591140,flutter,,enhancement|feature-request,False
149604687,TypeScript,help wanted,enhancement|feature-request,False
149887783,TypeScript,help wanted,,False
150092855,TypeScript,,feature-request,False
150267915,rust,,bug|feature-request,False
150415526,flutter,,enhancement|feature-request,False
150496561,rust,,bug,False
150643388,rust,,bug|feature-request,False
150677226,neovim,enhancement,help wanted|terminal,False
150779779,neovim,bug,,False
151094471,TypeScript,,feature-request,False
151209325,neovim,,terminal,False
151504925,TypeScript,bug|help wanted,issue: bug report,False
151759934,TypeScript,,feature-request,False
152053357,rust,,feature-request,False
152194850,rust,,feature-request,False
152773104,TypeScript,,feature-request,False
153390508,flutter,,enhancement,False
153764287,TypeScript,good first issue|help wanted,,False
153876826,flutter,,enhancement|feature-request,False
154113298,neovim,performance,terminal,False
154336479,TypeScript,bug,,False
154796967,flutter,,enhancement|feature-request,False
154798830,flutter,,enhancement|feature-request,False
154839743,TypeScript,help wanted,bug,False
154921331,neovim,enhancement,help wanted|terminal,False
154994126,TypeScript,,enhancement,False
155056265,TypeScript,help wanted,bug,False
156047305,flutter,,enhancement|feature-request,False
156300769,TypeScript,,feature-request,False
156635169,flutter,,feature-request,False
156637045,flutter,crash,enhancement|feature-request,False
156652564,TypeScript,bug|help wanted,,False
156748676,TypeScript,help wanted,feature-request,False
156863710,TypeScript,bug,,False
157495417,rust,,feature-request,False
157788188,rust,,feature-request,False
157980587,rust,,bug|feature-request,False
158284783,rust,,documentation|feature-request|help wanted,False
158809868,rust,,enhancement,False
159100646,neovim,bug|terminal,help wanted|terminal,False
159174986,rust,,compiler|help wanted,False
159254344,flutter,,enhancement|help wanted|terminal,False
159666457,TypeScript,help wanted,feature-request,False
159728132,TypeScript,bug,,False
159856220,rust,,enhancement|feature-request,False
159882689,TypeScript,bug|help wanted,enhancement|help wanted|terminal,False
159913187,TypeScript,bug,,False
159933804,rust,,feature-request,False
159945245,rust,,feature-request,False
160294231,rust,,bug,False
160833652,TypeScript,help wanted,,False
160833922,TypeScript,,feature-request,False
160946741,flutter,,bug|enhancement,False
161012562,TypeScript,help wanted,enhancement|feature-request,False
161064954,TypeScript,,feature-request|proposal,False
161089562,TypeScript,bug,,False
161198806,TypeScript,bug,feature-request,False
161810406,neovim,enhancement,feature-request,False
161982408,TypeScript,bug,,False
162167846,rust,,enhancement,False
162211339,rust,,feature-request,False
162324959,neovim,enhancement,enhancement|feature-request|help wanted|terminal,False
162332121,rust,,bug,False
162344784,neovim,enhancement|performance,feature-request,False
162493437,rust,,bug|enhancement,False
162532110,flutter,,enhancement|feature-request|terminal,False
162534542,flutter,proposal,feature-request,False
162714062,rust,,feature-request,False
163176940,TypeScript,bug|help wanted,feature-request,False
163393526,neovim,bug|terminal,help wanted|terminal,False
163435952,TypeScript,,feature-request,False
163495150,TypeScript,bug|help wanted,feature-request,False
163495840,rust,,enhancement|feature-request,False
163900616,rust,,feature-request,False
164185996,flutter,,feature-request,False
164318430,neovim,terminal,,False
164318685,neovim,enhancement|terminal,help wanted|terminal,False
164399580,rust,,help wanted,False
164586027,neovim,enhancement|terminal,help wanted|terminal,False
164628426,neovim,enhancement,feature-request,False
164770402,neovim,enhancement,help wanted|terminal,False
164854599,TypeScript,bug|help wanted,enhancement|feature-request,False
164953760,TypeScript,help wanted,bug,False
165130384,neovim,enhancement,help wanted|terminal,False
165179635,TypeScript,help wanted,feature-request,False
165404088,TypeScript,,feature-request,False
165523413,TypeScript,,enhancement|feature-request,False
165972855,neovim,enhancement,,False
166127702,rust,,feature-request,False
166216739,flutter,,enhancement,False
166332955,TypeScript,,feature-request,False
166542293,neovim,,help wanted|terminal,False
166933990,TypeScript,,proposal,False
166950085,TypeScript,,proposal,False
167039715,TypeScript,,feature-request|help wanted,False
167097667,rust,,enhancement,False
167194919,TypeScript,,feature-request,False
167442730,flutter,,enhancement|feature-request,False
167464152,flutter,,enhancement|feature-request,False
167740665,TypeScript,help wanted,,False
167896578,flutter,,enhancement|terminal,False
167909665,flutter,,terminal,False
167984634,TypeScript,discussion,,False
168080689,rust,,enhancement|feature-request,False
168150856,rust,,enhancement|feature-request,False
168407633,rust,,feature-request,False
168452608,TypeScript,bug|help wanted,bug|feature-request,False
168536401,rust,,bug|feature-request,False
168541166,rust,,feature-request,False
168743597,TypeScript,help wanted,,False
168885234,TypeScript,bug|help wanted,module: docs,False
169015985,flutter,,enhancement|feature-request,False
169308831,TypeScript,help wanted,,False
169489569,flutter,,bug|enhancement|help wanted|terminal,False
169730382,neovim,terminal,bug|help wanted|terminal,False
169747160,TypeScript,,feature-request,False
169762151,rust,,bug|feature-request,False
169925440,TypeScript,help wanted,feature-request,False
170044224,rust,,bug,False
170344580,TypeScript,,feature-request,False
170505114,flutter,,feature-request,False
170511567,flutter,performance,enhancement|feature-request,False
170544376,flutter,,enhancement,False
170662684,TypeScript,good first issue|help wanted,,False
170687707,TypeScript,,feature-request,False
170992526,TypeScript,bug|help wanted,,False
171148476,TypeScript,bug|help wanted,bug|feature-request,False
171154672,rust,,bug,False
171600491,TypeScript,help wanted,,False
171637648,TypeScript,bug,,False
172008546,TypeScript,,feature-request|proposal,False
172324801,rust,,feature-request,False
172332757,TypeScript,bug|help wanted,feature-request,False
172490198,TypeScript,,feature-request,False
172723324,TypeScript,help wanted,feature-request,False
173070871,flutter,,enhancement|feature-request,False
173071311,flutter,,enhancement|feature-request,False
173111454,rust,,bug,False
173491981,flutter,,enhancement|terminal,False
173498223,TypeScript,bug|help wanted,,False
173555092,TypeScript,,feature-request,False
173560819,TypeScript,,enhancement|feature-request,False
173592435,rust,,bug,False
174108532,flutter,,help wanted,False
174372053,TypeScript,,feature-request,False
174418188,rust,,feature-request,False
174573735,flutter,,enhancement|feature-request,False
174775815,rust,,feature-request,False
174815540,rust,,bug,False
174837849,TypeScript,,feature-request,False
174857445,flutter,,bug,False
174927135,rust,,bug,False
174941344,flutter,,enhancement|feature-request,False
174949096,rust,,enhancement|feature-request,False
175003882,rust,,bug,False
175311249,TypeScript,,feature-request,False
175382196,flutter,performance,enhancement|feature-request,False
175536431,TypeScript,,feature-request,False
175627366,flutter,,enhancement,False
175742062,TypeScript,bug,feature-request,False
176181367,flutter,,enhancement|feature-request,False
176495117,TypeScript,,module: docs,False
176521849,TypeScript,help wanted,feature-request,False
177537172,flutter,,enhancement,False
177676628,rust,,feature-request,False
177828375,rust,,bug,False
177840918,TypeScript,help wanted,feature-request,False
177918721,rust,,feature-request,False
178386050,rust,,feature-request,False
178416733,rust,,enhancement|feature-request,False
178421469,TypeScript,bug,,False
178477198,flutter,,enhancement|feature-request,False
178721730,rust,,enhancement|feature-request,False
178998768,TypeScript,,feature-request,False
179002389,rust,,bug,False
179107501,flutter,,bug|enhancement|terminal,False
179357524,flutter,,enhancement|feature-request,False
179391542,TypeScript,bug|help wanted,,False
179654843,neovim,,enhancement|help wanted|terminal,False
179828978,flutter,,feature-request,False
180037468,TypeScript,bug,,False
180137207,TypeScript,bug,,False
180159853,rust,,feature-request,False
180179558,TypeScript,,enhancement,False
180539387,TypeScript,bug,,False
181005527,neovim,enhancement,,False
181059649,neovim,terminal,help wanted|terminal,False
181073630,neovim,platform:windows,,False
181546754,rust,,enhancement,False
181548627,TypeScript,help wanted,feature-request,False
181768262,flutter,performance,enhancement,False
181865749,TypeScript,bug,enhancement|feature-request,False
181905773,rust,,feature-request,False
182093627,TypeScript,,feature-request,False
182102841,TypeScript,help wanted,enhancement|feature-request,False
182297938,flutter,proposal,enhancement|feature-request,False
182375458,TypeScript,,bug,False
182725409,neovim,terminal,help wanted|terminal,False
183075426,TypeScript,,feature-request,False
183167032,rust,,enhancement,False
183174505,TypeScript,help wanted,enhancement|feature-request,False
183249727,rust,,bug,False
183265104,rust,,feature-request|help wanted,False
183300527,rust,,bug,False
183794397,flutter,,feature-request,False
183950746,rust,,bug,False
184298228,flutter,,feature-request,False
184468704,TypeScript,help wanted,,False
184484953,TypeScript,help wanted,feature-request,False
184529305,TypeScript,bug,,False
184702118,neovim,enhancement,feature-request,False
184967915,flutter,crash|performance,bug,False
185265773,flutter,good first issue,enhancement|terminal,False
185436327,TypeScript,help wanted,enhancement|feature-request,False
185479899,TypeScript,,bug,False
186127144,TypeScript,bug,,False
186400688,TypeScript,,feature-request,False
186435783,flutter,,enhancement,False
186543797,rust,,feature-request,False
186607773,rust,,help wanted|terminal,False
186641351,TypeScript,,feature-request,False
186678502,flutter,,feature-request,False
186945272,rust,,enhancement|feature-request,False
187215967,rust,,feature-request,False
187444373,rust,,enhancement|feature-request,False
187458769,flutter,proposal,enhancement,False
187458831,flutter,proposal,enhancement,False
187822066,flutter,proposal,enhancement|feature-request,False
187883756,flutter,,bug|enhancement,False
188098975,rust,,feature-request,False
188194819,TypeScript,,enhancement|feature-request,False
188429779,flutter,proposal,enhancement,False
188929095,TypeScript,,enhancement|feature-request,False
188988976,TypeScript,bug|help wanted,,False
189150999,rust,,feature-request,False
190438168,rust,,help wanted,False
190584172,rust,,enhancement,False
190628657,TypeScript,help wanted,feature-request,False
190674801,TypeScript,help wanted,,False
190808329,TypeScript,,enhancement|feature-request,False
190875528,flutter,proposal,feature-request,False
191064512,flutter,,feature-request,False
191385357,rust,,bug,False
191407237,flutter,,bug,False
191747263,TypeScript,,feature-request,False
191795080,flutter,,feature-request,False
191920404,rust,,bug,False
191969355,neovim,enhancement|terminal,help wanted|terminal,False
192095812,TypeScript,help wanted,enhancement|feature-request,False
192202725,flutter,,enhancement,False
192388526,TypeScript,,feature-request,False
192429417,rust,,bug,False
192751120,rust,,bug,False
192937446,TypeScript,,feature-request,False
193143501,TypeScript,,enhancement,False
193203141,rust,,feature-request|lifecycle/frozen,False
193253462,TypeScript,,help wanted|terminal,False
193380666,TypeScript,bug|help wanted,feature-request,False
193450533,TypeScript,bug|help wanted,bug,False
193640761,TypeScript,help wanted,enhancement|feature-request,False
193932400,rust,,bug,False
194138595,rust,,feature-request,False
194279966,rust,,bug,False
194769832,TypeScript,help wanted,,False
194776155,TypeScript,,feature-request,False
194861101,neovim,,help wanted|terminal,False
194919258,TypeScript,,feature-request,False
195164315,rust,,bug|feature-request,False
195716702,TypeScript,,feature-request,False
195795306,TypeScript,help wanted,,False
195940386,flutter,,feature-request,False
196003363,neovim,enhancement,enhancement|feature-request|help wanted|idea-new powertoy|terminal,False
196574760,rust,,bug,False
196834071,TypeScript,,enhancement|feature-request,False
196868547,TypeScript,,bug,False
196877184,TypeScript,,feature-request,False
197001336,rust,,feature-request,False
197196513,rust,,enhancement|feature-request,False
197212340,rust,,enhancement,False
197284341,TypeScript,,feature-request,False
197445985,TypeScript,,feature-request,False
197514195,TypeScript,bug,feature-request,False
197534595,TypeScript,,enhancement|feature-request,False
197760018,rust,,bug,False
197850552,TypeScript,,feature-request,False
197935356,TypeScript,bug|help wanted,,False
197936763,TypeScript,,bug,False
198002304,TypeScript,bug,,False
198007934,TypeScript,,feature-request,False
198276970,TypeScript,,feature-request,False
198392389,rust,,feature-request,False
198433925,TypeScript,,documentation|feature-request,False
198704427,TypeScript,,feature-request,False
198780818,rust,,bug,False
198782347,rust,,feature-request,False
199005797,neovim,,terminal,False
199016843,flutter,,feature-request,False
199067674,TypeScript,bug,feature-request,False
199172930,neovim,enhancement,help wanted|terminal,False
199180320,TypeScript,,enhancement|help wanted|terminal,False
199220623,rust,,enhancement|help wanted|terminal,False
199264608,rust,,bug,False
199375747,neovim,enhancement,enhancement|feature-request,False
199392398,TypeScript,,feature-request,False
199882355,TypeScript,,bug|feature-request,False
199912938,rust,,feature-request,False
200061092,TypeScript,,feature-request,False
200078616,neovim,enhancement,help wanted|terminal,False
200406121,rust,,bug,False
200620530,rust,,feature-request,False
200750094,flutter,,enhancement|feature-request,False
200966396,rust,,enhancement,False
201579836,rust,,feature-request,False
201641564,TypeScript,bug,,False
201922657,rust,,feature-request,False
201953492,flutter,,enhancement|feature-request,False
202348041,neovim,enhancement,help wanted|terminal,False
202425939,TypeScript,,feature-request,False
202436853,TypeScript,help wanted,bug,False
202680143,rust,,feature-request,False
202863724,TypeScript,bug,,False
202908272,flutter,,bug,False
203013670,TypeScript,bug,feature-request,False
203595311,flutter,,feature-request,False
203762470,rust,,enhancement,False
203915519,rust,,enhancement|feature-request,False
204416638,TypeScript,help wanted,feature-request,False
204478930,rust,,bug,False
204676210,TypeScript,,feature-request,False
204704169,TypeScript,bug,feature-request,False
